country,geo,tier,tier_code,year,in_model,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp,tier_n_cells,tier_n_countries,tier_delta_r2,outcome_code,outcome_unit,exposure_unit,generated_utc,rank_in_unit,tier_ranking_stable
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,35.1,40.7,-5.6,-0.2983,1.68,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,65.8,67.7,-1.9,0.816,-1.53,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,38.3,49.9,-11.7,-0.0659,0.77,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,48.5,47.0,1.5,0.0559,0.08,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Croatia,HR,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,15.1,15.0,0.1,0.1805,0.02,25.5,32.2,-6.7,7.62,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,63.7,67.7,-4.0,0.816,-3.26,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,46.5,40.7,5.8,-0.2983,-1.73,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,49.8,42.9,6.9,0.2037,1.41,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,63.8,47.0,16.8,0.0559,0.94,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,10.0,15.0,-4.9,0.1805,-0.89,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,39.4,40.3,-0.8,-0.8786,0.74,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Cyprus,CY,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,54.6,49.9,4.7,-0.0659,-0.31,15.3,32.2,-16.9,-13.82,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,18.7,40.3,-21.6,-0.8786,18.96,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,81.7,67.7,14.0,0.816,11.46,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,38.0,42.9,-4.9,0.2037,-1.0,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,12.7,15.0,-2.3,0.1805,-0.41,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,44.0,47.0,-3.0,0.0559,-0.17,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,48.0,49.9,-1.9,-0.0659,0.13,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Denmark,DK,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,40.6,40.7,-0.2,-0.2983,0.05,58.3,32.2,26.0,-2.97,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Cost too high,E_AI_BCST,37.3,40.3,-2.9,-0.8786,2.59,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Lack of expertise,E_AI_BLE,69.2,67.7,1.5,0.816,1.23,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Data availability or quality,E_AI_BDDT,42.8,40.7,2.1,-0.2983,-0.63,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,AI not useful for us,E_AI_BNU,13.8,15.0,-1.2,0.1805,-0.22,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Incompatible with existing systems,E_AI_BINC,42.0,42.9,-0.9,0.2037,-0.19,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Privacy and data protection,E_AI_BCDP,52.3,49.9,2.4,-0.0659,-0.16,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
European Union - 27 countries (from 2020),EU27_2020,Medium (50-249),MEDIUM_50_249,2025,False,Legal consequences unclear,E_AI_BLEG,49.4,47.0,2.4,0.0559,0.14,30.4,32.2,-1.9,-4.63,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,28.0,40.3,-12.2,-0.8786,10.74,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,62.4,67.7,-5.3,0.816,-4.33,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,52.7,42.9,9.7,0.2037,1.98,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,45.9,40.7,5.2,-0.2983,-1.55,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,12.8,15.0,-2.2,0.1805,-0.39,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,40.9,47.0,-6.1,0.0559,-0.34,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Finland,FI,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,50.8,49.9,0.9,-0.0659,-0.06,51.4,32.2,19.1,13.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,32.2,40.3,-8.1,-0.8786,7.12,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,71.7,67.7,4.0,0.816,3.26,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,44.7,40.7,4.0,-0.2983,-1.19,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,46.2,42.9,3.2,0.2037,0.66,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,59.5,49.9,9.6,-0.0659,-0.63,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,56.0,47.0,9.0,0.0559,0.5,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Germany,DE,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,13.9,15.0,-1.1,0.1805,-0.2,35.6,32.2,3.3,-6.2,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,55.6,40.3,15.3,-0.8786,-13.44,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,32.5,40.7,-8.2,-0.2983,2.44,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,53.8,42.9,10.8,0.2037,2.21,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,69.2,67.7,1.5,0.816,1.26,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,34.1,49.9,-15.8,-0.0659,1.04,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,10.8,15.0,-4.2,0.1805,-0.76,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Greece,EL,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,34.4,47.0,-12.6,0.0559,-0.71,15.2,32.2,-17.0,-9.08,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,55.0,40.3,14.7,-0.8786,-12.95,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,71.6,67.7,3.9,0.816,3.22,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,33.7,40.7,-7.0,-0.2983,2.09,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,34.6,42.9,-8.3,0.2037,-1.69,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,16.3,15.0,1.3,0.1805,0.24,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,42.9,47.0,-4.1,0.0559,-0.23,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Hungary,HU,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,52.6,49.9,2.6,-0.0659,-0.17,15.3,32.2,-16.9,-7.39,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,56.9,67.7,-10.8,0.816,-8.77,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,34.8,40.3,-5.4,-0.8786,4.77,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,32.9,42.9,-10.1,0.2037,-2.05,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,11.3,15.0,-3.7,0.1805,-0.66,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,41.7,49.9,-8.2,-0.0659,0.54,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,39.2,40.7,-1.5,-0.2983,0.46,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Italy,IT,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,41.3,47.0,-5.7,0.0559,-0.32,27.6,32.2,-4.6,1.43,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,60.6,67.7,-7.1,0.816,-5.76,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,39.9,15.0,24.9,0.1805,4.49,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,42.0,40.3,1.8,-0.8786,-1.57,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,67.9,49.9,18.0,-0.0659,-1.18,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,44.0,40.7,3.2,-0.2983,-0.96,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,56.4,47.0,9.4,0.0559,0.53,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Latvia,LV,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,40.6,42.9,-2.3,0.2037,-0.48,19.8,32.2,-12.4,-7.51,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,34.2,40.7,-6.5,-0.2983,1.93,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,38.4,40.3,-1.9,-0.8786,1.69,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,10.6,15.0,-4.4,0.1805,-0.8,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,46.7,42.9,3.8,0.2037,0.76,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,58.9,49.9,9.0,-0.0659,-0.59,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,52.1,47.0,5.1,0.0559,0.29,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Luxembourg,LU,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,67.5,67.7,-0.1,0.816,-0.11,43.7,32.2,11.5,8.28,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,58.3,67.7,-9.4,0.816,-7.67,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,30.6,40.7,-10.1,-0.2983,3.01,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,42.2,40.3,1.9,-0.8786,-1.65,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,27.6,49.9,-22.3,-0.0659,1.47,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,28.1,47.0,-18.9,0.0559,-1.06,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,44.7,42.9,1.8,0.2037,0.36,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Malta,MT,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,13.4,15.0,-1.6,0.1805,-0.28,30.7,32.2,-1.6,4.27,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,19.5,40.3,-20.7,-0.8786,18.22,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,76.1,67.7,8.4,0.816,6.85,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,9.1,15.0,-5.9,0.1805,-1.06,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,44.1,40.7,3.3,-0.2983,-0.99,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,39.8,42.9,-3.1,0.2037,-0.64,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Legal consequences unclear,E_AI_BLEG,41.5,47.0,-5.5,0.0559,-0.31,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,6,True
Netherlands,NL,Medium (50-249),MEDIUM_50_249,2025,True,Privacy and data protection,E_AI_BCDP,51.5,49.9,1.5,-0.0659,-0.1,46.6,32.2,14.4,-7.58,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,7,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Cost too high,E_AI_BCST,27.4,40.3,-12.8,-0.8786,11.29,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,1,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Lack of expertise,E_AI_BLE,75.6,67.7,8.0,0.816,6.5,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,2,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Incompatible with existing systems,E_AI_BINC,35.7,42.9,-7.2,0.2037,-1.48,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,3,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,AI not useful for us,E_AI_BNU,8.7,15.0,-6.3,0.1805,-1.14,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,4,True
Norway,NO,Medium (50-249),MEDIUM_50_249,2025,True,Data availability or quality,E_AI_BDDT,42.2,40.7,1.5,-0.2983,-0.45,45.3,32.2,13.1,-1.48,22,22,0.74,E_AI_TANY,PC_ENT,PC_ENT_AI_EC,2026-09-02T21:54:16Z,5,True
