tier,tier_code,geo,year,barrier,barrier_code,exposure_pct,tier_mean_pct,deviation_pp,coefficient,contribution_pp,actual_adoption_pct,expected_adoption_pct,gap_pp,unexplained_pp
Medium (50-249),MEDIUM_50_249,LT,2023,Cost too high,E_AI_BCST,60.7,46.5,14.1,-0.4067,-5.75,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2023,Data availability or quality,E_AI_BDDT,46.9,42.3,4.6,-0.0809,-0.37,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2023,Incompatible with existing systems,E_AI_BINC,51.2,47.3,3.9,0.0707,0.27,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2023,Lack of expertise,E_AI_BLE,60.7,64.6,-3.9,0.4269,-1.68,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2023,Legal consequences unclear,E_AI_BLEG,46.4,41.6,4.9,-0.1516,-0.74,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2023,AI not useful for us,E_AI_BNU,14.2,16.4,-2.2,-0.0359,0.08,8.8,15.4,-6.7,0.44
Medium (50-249),MEDIUM_50_249,LT,2024,Privacy and data protection,E_AI_BCDP,50.0,40.4,9.6,0.1796,1.73,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,Cost too high,E_AI_BCST,50.0,46.5,3.5,-0.4067,-1.41,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,Data availability or quality,E_AI_BDDT,54.1,42.3,11.7,-0.0809,-0.95,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,Incompatible with existing systems,E_AI_BINC,64.4,47.3,17.1,0.0707,1.21,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,Lack of expertise,E_AI_BLE,67.8,64.6,3.2,0.4269,1.37,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,Legal consequences unclear,E_AI_BLEG,57.5,41.6,15.9,-0.1516,-2.42,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LT,2024,AI not useful for us,E_AI_BNU,23.4,16.4,7.0,-0.0359,-0.25,15.1,18.8,-3.6,-2.92
Medium (50-249),MEDIUM_50_249,LU,2024,Privacy and data protection,E_AI_BCDP,49.8,40.4,9.5,0.1796,1.7,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,Cost too high,E_AI_BCST,30.8,46.5,-15.7,-0.4067,6.38,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,Data availability or quality,E_AI_BDDT,36.5,42.3,-5.8,-0.0809,0.47,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,Incompatible with existing systems,E_AI_BINC,41.9,47.3,-5.4,0.0707,-0.38,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,Lack of expertise,E_AI_BLE,63.6,64.6,-1.0,0.4269,-0.42,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,Legal consequences unclear,E_AI_BLEG,56.7,41.6,15.2,-0.1516,-2.3,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2024,AI not useful for us,E_AI_BNU,14.2,16.4,-2.2,-0.0359,0.08,31.9,18.8,13.1,7.58
Medium (50-249),MEDIUM_50_249,LU,2025,Privacy and data protection,E_AI_BCDP,58.9,40.4,18.6,0.1796,3.33,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,Cost too high,E_AI_BCST,38.4,46.5,-8.2,-0.4067,3.33,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,Data availability or quality,E_AI_BDDT,34.2,42.3,-8.1,-0.0809,0.66,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,Incompatible with existing systems,E_AI_BINC,46.7,47.3,-0.6,0.0707,-0.04,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,Lack of expertise,E_AI_BLE,67.5,64.6,2.9,0.4269,1.26,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,Legal consequences unclear,E_AI_BLEG,52.1,41.6,10.5,-0.1516,-1.6,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LU,2025,AI not useful for us,E_AI_BNU,10.6,16.4,-5.9,-0.0359,0.21,43.7,27.6,16.1,8.94
Medium (50-249),MEDIUM_50_249,LV,2021,Privacy and data protection,E_AI_BCDP,44.5,40.4,4.1,0.1796,0.74,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,Cost too high,E_AI_BCST,58.4,46.5,11.9,-0.4067,-4.83,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,Data availability or quality,E_AI_BDDT,40.2,42.3,-2.1,-0.0809,0.17,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,Incompatible with existing systems,E_AI_BINC,47.7,47.3,0.4,0.0707,0.03,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,Lack of expertise,E_AI_BLE,27.8,64.6,-36.8,0.4269,-15.71,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,Legal consequences unclear,E_AI_BLEG,26.8,41.6,-14.7,-0.1516,2.23,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2021,AI not useful for us,E_AI_BNU,14.0,16.4,-2.4,-0.0359,0.09,6.8,19.1,-12.4,4.93
Medium (50-249),MEDIUM_50_249,LV,2023,Privacy and data protection,E_AI_BCDP,28.9,40.4,-11.5,0.1796,-2.06,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,Cost too high,E_AI_BCST,56.8,46.5,10.3,-0.4067,-4.18,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,Data availability or quality,E_AI_BDDT,44.4,42.3,2.0,-0.0809,-0.16,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,Incompatible with existing systems,E_AI_BINC,51.9,47.3,4.6,0.0707,0.32,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,Lack of expertise,E_AI_BLE,64.6,64.6,0.0,0.4269,0.02,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,Legal consequences unclear,E_AI_BLEG,39.2,41.6,-2.4,-0.1516,0.36,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2023,AI not useful for us,E_AI_BNU,16.1,16.4,-0.3,-0.0359,0.01,8.3,15.4,-7.2,-1.48
Medium (50-249),MEDIUM_50_249,LV,2024,Privacy and data protection,E_AI_BCDP,40.6,40.4,0.2,0.1796,0.04,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,Cost too high,E_AI_BCST,38.4,46.5,-8.2,-0.4067,3.32,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,Data availability or quality,E_AI_BDDT,33.6,42.3,-8.8,-0.0809,0.71,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,Incompatible with existing systems,E_AI_BINC,41.6,47.3,-5.7,0.0707,-0.4,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,Lack of expertise,E_AI_BLE,54.0,64.6,-10.6,0.4269,-4.54,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,Legal consequences unclear,E_AI_BLEG,45.8,41.6,4.2,-0.1516,-0.64,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2024,AI not useful for us,E_AI_BNU,12.1,16.4,-4.3,-0.0359,0.15,13.6,18.8,-5.1,-3.73
Medium (50-249),MEDIUM_50_249,LV,2025,Privacy and data protection,E_AI_BCDP,67.9,40.4,27.5,0.1796,4.94,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,Cost too high,E_AI_BCST,42.0,46.5,-4.5,-0.4067,1.82,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,Data availability or quality,E_AI_BDDT,44.0,42.3,1.6,-0.0809,-0.13,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,Incompatible with existing systems,E_AI_BINC,40.6,47.3,-6.7,0.0707,-0.47,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,Lack of expertise,E_AI_BLE,60.6,64.6,-4.0,0.4269,-1.7,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,Legal consequences unclear,E_AI_BLEG,56.4,41.6,14.9,-0.1516,-2.25,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,LV,2025,AI not useful for us,E_AI_BNU,39.9,16.4,23.5,-0.0359,-0.84,19.8,27.6,-7.8,-9.18
Medium (50-249),MEDIUM_50_249,MT,2021,Privacy and data protection,E_AI_BCDP,32.2,40.4,-8.2,0.1796,-1.47,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,Cost too high,E_AI_BCST,44.2,46.5,-2.3,-0.4067,0.93,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,Data availability or quality,E_AI_BDDT,37.4,42.3,-5.0,-0.0809,0.4,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,Incompatible with existing systems,E_AI_BINC,54.7,47.3,7.4,0.0707,0.52,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,Lack of expertise,E_AI_BLE,57.6,64.6,-7.0,0.4269,-3.0,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,Legal consequences unclear,E_AI_BLEG,29.4,41.6,-12.2,-0.1516,1.85,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2021,AI not useful for us,E_AI_BNU,32.6,16.4,16.2,-0.0359,-0.58,17.8,19.1,-1.3,0.08
Medium (50-249),MEDIUM_50_249,MT,2023,Privacy and data protection,E_AI_BCDP,31.6,40.4,-8.8,0.1796,-1.58,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,Cost too high,E_AI_BCST,56.1,46.5,9.6,-0.4067,-3.9,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,Data availability or quality,E_AI_BDDT,36.4,42.3,-5.9,-0.0809,0.48,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,Incompatible with existing systems,E_AI_BINC,53.9,47.3,6.6,0.0707,0.47,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,Lack of expertise,E_AI_BLE,63.4,64.6,-1.2,0.4269,-0.53,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,Legal consequences unclear,E_AI_BLEG,37.3,41.6,-4.2,-0.1516,0.64,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2023,AI not useful for us,E_AI_BNU,23.8,16.4,7.4,-0.0359,-0.27,21.0,15.4,5.6,10.27
Medium (50-249),MEDIUM_50_249,MT,2024,Privacy and data protection,E_AI_BCDP,38.0,40.4,-2.3,0.1796,-0.42,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,Cost too high,E_AI_BCST,51.8,46.5,5.2,-0.4067,-2.13,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,Data availability or quality,E_AI_BDDT,41.2,42.3,-1.2,-0.0809,0.09,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,Incompatible with existing systems,E_AI_BINC,54.0,47.3,6.7,0.0707,0.47,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,Lack of expertise,E_AI_BLE,70.2,64.6,5.6,0.4269,2.41,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,Legal consequences unclear,E_AI_BLEG,38.9,41.6,-2.6,-0.1516,0.4,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2024,AI not useful for us,E_AI_BNU,25.2,16.4,8.8,-0.0359,-0.32,25.6,18.8,6.8,6.33
Medium (50-249),MEDIUM_50_249,MT,2025,Privacy and data protection,E_AI_BCDP,27.6,40.4,-12.7,0.1796,-2.28,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,Cost too high,E_AI_BCST,42.2,46.5,-4.4,-0.4067,1.78,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,Data availability or quality,E_AI_BDDT,30.6,42.3,-11.7,-0.0809,0.95,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,Incompatible with existing systems,E_AI_BINC,44.7,47.3,-2.6,0.0707,-0.19,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,Lack of expertise,E_AI_BLE,58.3,64.6,-6.3,0.4269,-2.7,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,Legal consequences unclear,E_AI_BLEG,28.1,41.6,-13.5,-0.1516,2.04,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,MT,2025,AI not useful for us,E_AI_BNU,13.4,16.4,-3.0,-0.0359,0.11,30.7,27.6,3.1,3.35
Medium (50-249),MEDIUM_50_249,NL,2021,Privacy and data protection,E_AI_BCDP,23.8,40.4,-16.5,0.1796,-2.97,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,Cost too high,E_AI_BCST,45.5,46.5,-1.1,-0.4067,0.43,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,Data availability or quality,E_AI_BDDT,47.2,42.3,4.8,-0.0809,-0.39,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,Incompatible with existing systems,E_AI_BINC,47.3,47.3,-0.0,0.0707,-0.0,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,Lack of expertise,E_AI_BLE,69.4,64.6,4.8,0.4269,2.06,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,Legal consequences unclear,E_AI_BLEG,21.9,41.6,-19.6,-0.1516,2.98,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2021,AI not useful for us,E_AI_BNU,14.7,16.4,-1.7,-0.0359,0.06,21.4,19.1,2.3,0.17
Medium (50-249),MEDIUM_50_249,NL,2023,Privacy and data protection,E_AI_BCDP,30.0,40.4,-10.3,0.1796,-1.86,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,Cost too high,E_AI_BCST,36.3,46.5,-10.2,-0.4067,4.15,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,Data availability or quality,E_AI_BDDT,45.2,42.3,2.9,-0.0809,-0.23,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,Incompatible with existing systems,E_AI_BINC,47.8,47.3,0.5,0.0707,0.03,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,Lack of expertise,E_AI_BLE,75.7,64.6,11.1,0.4269,4.74,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,Legal consequences unclear,E_AI_BLEG,28.1,41.6,-13.4,-0.1516,2.03,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2023,AI not useful for us,E_AI_BNU,13.7,16.4,-2.7,-0.0359,0.1,19.8,15.4,4.3,-4.64
Medium (50-249),MEDIUM_50_249,NL,2024,Privacy and data protection,E_AI_BCDP,47.5,40.4,7.2,0.1796,1.29,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,Cost too high,E_AI_BCST,18.8,46.5,-27.7,-0.4067,11.26,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,Data availability or quality,E_AI_BDDT,41.7,42.3,-0.6,-0.0809,0.05,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,Incompatible with existing systems,E_AI_BINC,40.5,47.3,-6.8,0.0707,-0.48,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,Lack of expertise,E_AI_BLE,77.0,64.6,12.4,0.4269,5.31,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,Legal consequences unclear,E_AI_BLEG,41.8,41.6,0.2,-0.1516,-0.04,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2024,AI not useful for us,E_AI_BNU,10.5,16.4,-5.9,-0.0359,0.21,31.2,18.8,12.4,-5.17
Medium (50-249),MEDIUM_50_249,NL,2025,Privacy and data protection,E_AI_BCDP,51.5,40.4,11.1,0.1796,2.0,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,Cost too high,E_AI_BCST,19.5,46.5,-27.0,-0.4067,10.98,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,Data availability or quality,E_AI_BDDT,44.1,42.3,1.7,-0.0809,-0.14,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,Incompatible with existing systems,E_AI_BINC,39.8,47.3,-7.5,0.0707,-0.53,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,Lack of expertise,E_AI_BLE,76.1,64.6,11.5,0.4269,4.9,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,Legal consequences unclear,E_AI_BLEG,41.5,41.6,-0.1,-0.1516,0.01,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NL,2025,AI not useful for us,E_AI_BNU,9.1,16.4,-7.3,-0.0359,0.26,46.6,27.6,19.0,1.55
Medium (50-249),MEDIUM_50_249,NO,2021,Privacy and data protection,E_AI_BCDP,19.6,40.4,-20.8,0.1796,-3.73,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,Cost too high,E_AI_BCST,44.6,46.5,-2.0,-0.4067,0.8,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,Data availability or quality,E_AI_BDDT,41.2,42.3,-1.2,-0.0809,0.1,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,Incompatible with existing systems,E_AI_BINC,50.7,47.3,3.4,0.0707,0.24,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,Lack of expertise,E_AI_BLE,64.0,64.6,-0.6,0.4269,-0.25,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,Legal consequences unclear,E_AI_BLEG,21.2,41.6,-20.3,-0.1516,3.08,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2021,AI not useful for us,E_AI_BNU,11.8,16.4,-4.6,-0.0359,0.16,18.8,19.1,-0.3,-0.68
Medium (50-249),MEDIUM_50_249,NO,2023,Privacy and data protection,E_AI_BCDP,29.9,40.4,-10.5,0.1796,-1.88,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,Cost too high,E_AI_BCST,32.8,46.5,-13.7,-0.4067,5.57,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,Data availability or quality,E_AI_BDDT,43.6,42.3,1.2,-0.0809,-0.1,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,Incompatible with existing systems,E_AI_BINC,38.2,47.3,-9.1,0.0707,-0.64,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,Lack of expertise,E_AI_BLE,65.6,64.6,1.0,0.4269,0.43,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,Legal consequences unclear,E_AI_BLEG,29.9,41.6,-11.6,-0.1516,1.76,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2023,AI not useful for us,E_AI_BNU,8.3,16.4,-8.1,-0.0359,0.29,17.9,15.4,2.4,-3.0
Medium (50-249),MEDIUM_50_249,NO,2024,Privacy and data protection,E_AI_BCDP,37.6,40.4,-2.7,0.1796,-0.49,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,Cost too high,E_AI_BCST,21.8,46.5,-24.7,-0.4067,10.06,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,Data availability or quality,E_AI_BDDT,44.2,42.3,1.8,-0.0809,-0.15,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,Incompatible with existing systems,E_AI_BINC,37.2,47.3,-10.1,0.0707,-0.71,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,Lack of expertise,E_AI_BLE,63.0,64.6,-1.6,0.4269,-0.68,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,Legal consequences unclear,E_AI_BLEG,39.2,41.6,-2.4,-0.1516,0.36,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2024,AI not useful for us,E_AI_BNU,18.0,16.4,1.6,-0.0359,-0.06,30.0,18.8,11.2,2.91
Medium (50-249),MEDIUM_50_249,NO,2025,Privacy and data protection,E_AI_BCDP,48.7,40.4,8.4,0.1796,1.5,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,Cost too high,E_AI_BCST,27.4,46.5,-19.1,-0.4067,7.77,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,Data availability or quality,E_AI_BDDT,42.2,42.3,-0.1,-0.0809,0.01,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,Incompatible with existing systems,E_AI_BINC,35.7,47.3,-11.6,0.0707,-0.82,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,Lack of expertise,E_AI_BLE,75.6,64.6,11.0,0.4269,4.71,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,Legal consequences unclear,E_AI_BLEG,43.1,41.6,1.6,-0.1516,-0.24,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,NO,2025,AI not useful for us,E_AI_BNU,8.7,16.4,-7.7,-0.0359,0.28,45.3,27.6,17.7,4.53
Medium (50-249),MEDIUM_50_249,PL,2021,Privacy and data protection,E_AI_BCDP,25.9,40.4,-14.5,0.1796,-2.6,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,Cost too high,E_AI_BCST,74.0,46.5,27.5,-0.4067,-11.19,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,Data availability or quality,E_AI_BDDT,31.7,42.3,-10.6,-0.0809,0.86,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,Incompatible with existing systems,E_AI_BINC,45.7,47.3,-1.6,0.0707,-0.11,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,Lack of expertise,E_AI_BLE,56.4,64.6,-8.2,0.4269,-3.49,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,Legal consequences unclear,E_AI_BLEG,35.1,41.6,-6.4,-0.1516,0.98,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2021,AI not useful for us,E_AI_BNU,28.8,16.4,12.4,-0.0359,-0.45,5.0,19.1,-14.1,1.85
Medium (50-249),MEDIUM_50_249,PL,2023,Privacy and data protection,E_AI_BCDP,36.8,40.4,-3.5,0.1796,-0.63,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,Cost too high,E_AI_BCST,51.7,46.5,5.1,-0.4067,-2.09,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,Data availability or quality,E_AI_BDDT,39.6,42.3,-2.7,-0.0809,0.22,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,Incompatible with existing systems,E_AI_BINC,48.0,47.3,0.7,0.0707,0.05,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,Lack of expertise,E_AI_BLE,56.7,64.6,-7.9,0.4269,-3.37,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,Legal consequences unclear,E_AI_BLEG,52.6,41.6,11.0,-0.1516,-1.67,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2023,AI not useful for us,E_AI_BNU,37.6,16.4,21.2,-0.0359,-0.76,6.5,15.4,-8.9,-0.69
Medium (50-249),MEDIUM_50_249,PL,2024,Privacy and data protection,E_AI_BCDP,41.4,40.4,1.1,0.1796,0.2,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,Cost too high,E_AI_BCST,55.8,46.5,9.2,-0.4067,-3.76,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,Data availability or quality,E_AI_BDDT,31.0,42.3,-11.4,-0.0809,0.92,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,Incompatible with existing systems,E_AI_BINC,41.5,47.3,-5.8,0.0707,-0.41,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,Lack of expertise,E_AI_BLE,59.0,64.6,-5.6,0.4269,-2.39,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,Legal consequences unclear,E_AI_BLEG,46.9,41.6,5.3,-0.1516,-0.8,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2024,AI not useful for us,E_AI_BNU,41.0,16.4,24.6,-0.0359,-0.88,10.4,18.8,-8.3,-1.21
Medium (50-249),MEDIUM_50_249,PL,2025,Privacy and data protection,E_AI_BCDP,50.2,40.4,9.8,0.1796,1.76,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,Cost too high,E_AI_BCST,61.9,46.5,15.4,-0.4067,-6.25,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,Data availability or quality,E_AI_BDDT,34.6,42.3,-7.7,-0.0809,0.62,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,Incompatible with existing systems,E_AI_BINC,45.2,47.3,-2.1,0.0707,-0.15,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,Lack of expertise,E_AI_BLE,61.5,64.6,-3.1,0.4269,-1.3,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,Legal consequences unclear,E_AI_BLEG,50.8,41.6,9.3,-0.1516,-1.41,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PL,2025,AI not useful for us,E_AI_BNU,30.6,16.4,14.2,-0.0359,-0.51,14.8,27.6,-12.8,-5.59
Medium (50-249),MEDIUM_50_249,PT,2021,Privacy and data protection,E_AI_BCDP,48.8,40.4,8.5,0.1796,1.52,13.4,19.1,-5.7,3.63
